word,log_frequency,polysemy_dispersion,change_score
রাজধানী,2.2279,0.1374,1.1554
নিঃশেষ,2.301,0.2446,1.1554
মসজি,1.6812,0.1135,1.1554
বিদ্যালয়ে,1.415,0.0913,1.1553
টিকটিকি,1.8865,0.169,1.1553
অন্ধ,2.8169,0.1707,1.1553
চক্রবর্তী,2.6503,0.2162,1.1553
দুনিয়ায়,2.2788,0.2248,1.1553
কারখানায়,2.3424,0.1783,1.1552
অক্সিজ,1.3802,0.0955,1.1552
বাড়লে,1.5051,0.1405,1.1552
শাহ,2.6721,0.1024,1.1552
মল্লিকা,1.7482,0.097,1.1552
দিব,2.6435,0.2488,1.1552
ফরাসি,2.3541,0.1681,1.1551
সারির,1.7243,0.1114,1.1551
সেকেন্ড,2.0969,0.2223,1.1551
ব্যবসায়ী,2.2068,0.1438,1.1551
খাক,1.8751,0.2282,1.1551
অনুষ্ঠানে,1.5911,0.0929,1.1551
হরে,1.6902,0.1439,1.155
বুট,1.9494,0.1639,1.155
ধরেছেন,1.9542,0.1078,1.1549
লোপাট,1.699,0.1495,1.1549
দুর্ঘটন,1.9085,0.1685,1.1549
খান,2.9965,0.1412,1.1548
স্ত্রীলোক,2.3541,0.1801,1.1548
মোকাবিলা,1.3802,0.0692,1.1548
শাহজাহান,1.301,0.0555,1.1548
উৎসাহে,2.017,0.1558,1.1548
অবশিষ্ট,2.179,0.1695,1.1547
একএক,2.4579,0.1904,1.1547
তাতে,2.659,0.189,1.1547
অষ্টম,1.5315,0.0895,1.1547
ঘাটতি,1.3424,0.0691,1.1546
নড়াচড়া,1.6232,0.1254,1.1545
অভ্যস্ত,2.2833,0.1325,1.1544
পরিণতি,2.2227,0.0925,1.1544
গ্রামে,2.7574,0.2066,1.1544
ছাত্রলীগ,2.0414,0.1072,1.1544
হুইল,1.3979,0.1158,1.1544
ছড়া,2.3909,0.2511,1.1544
ফোটো,1.5051,0.1312,1.1543
পর্যায়,1.6721,0.063,1.1543
আঙিনায়,1.301,0.1007,1.1542
খতিয়ে,1.301,0.0757,1.1542
মালিক,2.8876,0.2017,1.1542
চরিত্র,2.7664,0.1715,1.1542
মাধ্যম,1.5682,0.0513,1.1542
লাইব্রেরি,1.8976,0.1886,1.1542
দার,1.3424,0.0432,1.1541
চীনা,1.9912,0.1194,1.1539
বকুল,2.1614,0.1894,1.1538
সহায়ক,1.8195,0.0589,1.1538
চায়না,1.5185,0.1164,1.1537
মিশর,1.8633,0.0888,1.1537
একহা,1.7076,0.1233,1.1537
ছুঁ,2.0128,0.176,1.1537
পলায়ন,2.1303,0.1686,1.1537
বোলা,1.6628,0.1572,1.1537
যাত্র,2.0864,0.1541,1.1537
ইঞ্জিনিয়,1.4624,0.1094,1.1536
তেজ,2.2148,0.1664,1.1536
পরিমল,1.3222,0.0674,1.1536
মিলেমিশে,1.5315,0.0906,1.1536
নতজানু,1.7782,0.1458,1.1536
পরীক্ষিৎ,2.3263,0.1466,1.1536
বিড়াল,1.9638,0.1902,1.1536
একসময়ে,1.8751,0.1102,1.1535
কাঠামো,1.8062,0.0868,1.1535
মেটা,1.8325,0.1352,1.1535
কাজি,1.6335,0.1082,1.1534
নোবেল,1.3424,0.1082,1.1534
মাছি,1.9445,0.1658,1.1534
বগি,1.3222,0.0932,1.1534
কূল,1.8921,0.1924,1.1533
ঝুলন্ত,1.415,0.1095,1.1533
টেন,1.8513,0.197,1.1533
রাজীব,2.3365,0.1707,1.1532
পাম্প,1.4314,0.0952,1.1532
ম্যাপ,1.6021,0.0931,1.1532
সম্পূর্ণ,3.0484,0.1661,1.1532
অলক্ষ্যে,2.0086,0.1968,1.1532
পিতামহ,1.9956,0.1371,1.1531
রুগ্ন,1.8325,0.195,1.153
পুরোপুরি,2.5024,0.1692,1.153
গঞ্জে,1.8062,0.201,1.153
বিভ্রান্ত,1.9638,0.1736,1.1528
যুগে,2.7084,0.1078,1.1528
যৌন,1.6532,0.0643,1.1528
আনা,3.0035,0.2124,1.1528
একতা,1.4472,0.0665,1.1527
সাফল্য,2.1818,0.0898,1.1527
গুরুর,2.1903,0.2075,1.1527
সবকিছু,2.6365,0.1638,1.1527
একঘণ্,1.3222,0.1185,1.1526
প্রথমা,1.3617,0.1044,1.1526
আসা,2.9917,0.1673,1.1526
ফিরেছেন,1.6812,0.1151,1.1526
ক্ষান্ত,1.8261,0.0832,1.1525
ভান,2.3464,0.1909,1.1525
এখনি,2.4393,0.2099,1.1525
কনফারেন্স,1.7782,0.1162,1.1524
ভরসা,2.6484,0.1973,1.1524
অমরত্ব,1.4914,0.0645,1.1523
বীণা,2.0645,0.1725,1.1523
প্র্যাকট,1.7482,0.1253,1.1523
বাড়ানোর,1.4624,0.0807,1.1523
রশি,1.301,0.0808,1.1523
মাঠে,2.7332,0.2441,1.1523
হাতিয়ে,1.4624,0.109,1.1523
উজাড়,1.8388,0.1432,1.1522
গুজরাট,1.301,0.0617,1.1522
সাম্প্রতিক,1.3617,0.0489,1.1521
আমেরিকার,1.8976,0.1619,1.152
গোড়,2.1673,0.11,1.152
আহরণ,1.7709,0.07,1.1519
এইরকম,2.243,0.1154,1.1518
কিছুর,2.5611,0.1353,1.1518
চালিত,1.7482,0.0757,1.1518
বেক,2.1523,0.1561,1.1518
কাকুর,1.5315,0.0851,1.1518
অদম্য,1.8261,0.1436,1.1518
টায়,1.5563,0.1257,1.1518
সুলতান,2.4082,0.0778,1.1518
অপ,1.6628,0.1249,1.1518
মেশ,1.6021,0.0894,1.1518
ফেরানো,1.7076,0.1188,1.1517
বিপ্লবী,1.9685,0.1002,1.1517
শশাঙ্কমোহন,2.0128,0.2056,1.1517
দুর্বল,2.6656,0.1762,1.1517
প্রাঙ্গণে,1.6232,0.1185,1.1517
চাইলো,1.3979,0.1075,1.1516
আইয়ুব,1.8261,0.0745,1.1516
স্বচ্ছন্দে,1.9445,0.1395,1.1516
যুদ্ধ,3.006,0.2103,1.1515
ব্যবহারিক,2.1903,0.076,1.1515
স্টেজ,1.959,0.1541,1.1515
রূপকথা,1.7853,0.1594,1.1514
দক্ষতা,1.3802,0.0542,1.1514
শীল,1.4914,0.0496,1.1514
জিম্মায়,1.6021,0.0917,1.1513
মহান,1.8195,0.0638,1.1513
স্বীকৃত,1.9138,0.0577,1.1513
সংক্ষেপ,2.4014,0.217,1.1513
তালি,1.6812,0.1309,1.1513
শাহর,1.8451,0.0663,1.1513
নিরীক্ষণ,2.3096,0.1722,1.1513
তিমির,1.6902,0.1412,1.1513
উত্থাপন,1.6532,0.1134,1.1512
অনড়,1.8513,0.1538,1.1512
জানালে,1.9191,0.1363,1.1512
পৈতৃক,1.9956,0.1418,1.1512
আগেভাগে,1.4771,0.084,1.1512
কেস,2.4014,0.2221,1.1511
বিন,1.4914,0.0747,1.1511
একত্রে,1.8129,0.1628,1.1511
করান,1.3617,0.0517,1.1511
ভাবনা,2.7931,0.2113,1.151
দীক্ষিত,1.6628,0.0668,1.151
শুঁড়,1.6532,0.0984,1.151
নির্মাণ,2.0453,0.0797,1.151
জাহাজে,2.4757,0.1908,1.151
চার্নক,1.415,0.0953,1.1509
হউক,2.243,0.1829,1.1509
নিকট,2.6503,0.2066,1.1509
মালিনীর,1.8865,0.1603,1.1508
মাস্টারের,2.0969,0.1536,1.1508
কর্নেল,1.9345,0.1314,1.1508
চেম্ব,1.6812,0.1322,1.1508
চেন,2.0792,0.1854,1.1507
জোরালো,2.1399,0.1489,1.1507
রেল,2.248,0.1467,1.1507
কোনোম,1.8573,0.1535,1.1507
কুটি,2.0899,0.1155,1.1507
পাকড়াশি,1.3802,0.0471,1.1506
অভ্যন্তরে,1.7482,0.1244,1.1506
প্রভাব,2.6345,0.0966,1.1505
বাদবাকি,1.699,0.1188,1.1505
সাবজেক্ট,1.3424,0.0798,1.1505
ন্যাড়া,2.3263,0.1863,1.1505
নির্মিত,1.6812,0.0922,1.1505
সঙ্গীর,1.6021,0.126,1.1504
আর্থিক,2.1523,0.1094,1.1503
উমা,1.8976,0.1101,1.1503
মাতাল,2.5647,0.2054,1.1503
জাল,3.0273,0.2817,1.1503
বানু,1.7243,0.1374,1.1503
উপকরণ,2.0492,0.0934,1.1502
হাঁ,3.1667,0.2339,1.1502
মোনা,1.9085,0.1555,1.1502
প্রস্তুত,2.8488,0.2224,1.1502
বধু,1.5911,0.1344,1.1502
প্রভুর,1.9542,0.1275,1.1502
আরিফ,1.301,0.0596,1.1501
প্রবাদ,2.1614,0.1274,1.1501
বিশৃঙ্খল,1.5682,0.102,1.1501
কর্মজীবন,1.4624,0.0815,1.1501
চতুর্দি,2.2455,0.1234,1.15
শুক্র,1.4914,0.0534,1.15
সুধা,2.2788,0.1911,1.15
ঘোঁৎ,1.6435,0.1599,1.15
জন্মদিন,2.0374,0.1567,1.15
ঠেল,2.0719,0.1801,1.15
বালুর,1.5682,0.1146,1.15
জটিলতা,1.6812,0.0847,1.1499
টোপ,2.0043,0.1417,1.1499
তালুকদ,2.0492,0.1512,1.1499
আটজন,1.3802,0.0641,1.1499
ভাইপো,2.0294,0.1471,1.1498
আবুর,1.9345,0.1608,1.1498
কাঁকড়া,1.5798,0.1155,1.1497
ঐতিহাসিক,2.281,0.0773,1.1497
লুটপাট,1.3802,0.08,1.1497
অঙ্ক,2.4983,0.2211,1.1497
অবহেলা,2.2455,0.1162,1.1497
বিপরীত,2.2695,0.1624,1.1496
গ্র্যান্ড,1.5185,0.1138,1.1496
অবসর,2.4065,0.23,1.1496
নিরবচ্ছিন্ন,1.4771,0.1097,1.1495
দায়ে,2.2095,0.2039,1.1495
ঘাঁ,2.0492,0.1727,1.1495
অসত্য,1.6335,0.0665,1.1495
নলিনী,1.4624,0.1109,1.1494
প্রদর্শনী,1.6128,0.066,1.1494
সুগন্ধি,1.4624,0.1457,1.1494
সংবা,1.3424,0.0533,1.1494
হেঁট,2.1106,0.1732,1.1494
অভিনেত,1.301,0.0531,1.1494
বিলম্ব,2.3692,0.1922,1.1494
ধার,3.0667,0.2136,1.1494
এতখানি,2.2788,0.1843,1.1493
চেয়েছেন,1.9445,0.0852,1.1493
সুনির্দিষ্ট,1.3222,0.044,1.1492
গিন্নি,2.0531,0.1687,1.1492
দেওয়ান,1.8573,0.0927,1.1492
দেখছ,2.4166,0.2208,1.1492
আশায়,2.5453,0.192,1.1491
মেয়েলোক,1.5798,0.0824,1.1491
সংস্থান,1.5185,0.1521,1.1491
ওরফে,1.7782,0.0801,1.1491
কুশল,1.6628,0.1163,1.149
তৈরি,3.2797,0.2254,1.149
জোগান,1.301,0.0795,1.1489
সিঙ্গাপুর,1.415,0.0921,1.1489
জুয়া,1.9085,0.201,1.1489
প্রাক্তন,1.5682,0.0739,1.1488
আত্মবিশ্বাস,1.8451,0.0833,1.1488
মেডিকেল,1.8129,0.1529,1.1487
আমতা,2.1206,0.2043,1.1487
মিলিটারি,2.1818,0.1899,1.1487
মতির,1.5185,0.133,1.1486
যাওন,1.3424,0.1001,1.1486
দুচ,2.4639,0.1798,1.1486
লাইনে,2.1173,0.1257,1.1486
রাশিয়া,1.3617,0.0665,1.1486
বিধ,2.0043,0.0928,1.1485
তিব্ব,1.4472,0.0883,1.1485
জেলা,2.2095,0.1334,1.1485
পিঁপড়,1.9912,0.1718,1.1485
জঙ্গী,1.3424,0.0679,1.1484
মিত্তির,2.179,0.2075,1.1483
স্থবির,1.3802,0.0841,1.1483
পিন,1.3424,0.1098,1.1483
মান্না,1.5185,0.1551,1.1483
টুকটাক,1.415,0.1029,1.1483
অসন্তোষ,1.7482,0.1219,1.1483
অফ,2.7825,0.1997,1.1483
ইমাম,1.8573,0.0696,1.1483
ছাড়ব,2.2989,0.1729,1.1482
ইস্ট,1.3424,0.085,1.1481
নিয়োজিত,1.5911,0.0533,1.1481
প্রশাসনিক,1.415,0.0527,1.1481
বিশ্বনাথ,1.7853,0.1096,1.1481
দ্বীপে,2.0792,0.1575,1.1481
জঞ্জাল,1.8129,0.1057,1.148
মজুত,1.4914,0.1118,1.148
ঠিকম,1.8388,0.1329,1.148
ধ্যান,2.1818,0.1253,1.148
চেষ্টাতে,1.5185,0.0533,1.148
পার্থক্য,2.3598,0.084,1.1479
চালিয়,1.6021,0.0915,1.1479
পরিচিত,2.8506,0.219,1.1479
মালতীর,1.6532,0.0955,1.1478
প্রচারে,1.4771,0.0531,1.1478
শতাধিক,1.3802,0.0674,1.1478
ক্ষয়ে,1.6435,0.1107,1.1478
সুবিমল,1.8062,0.1672,1.1477
স্মরণীয়,1.7709,0.0733,1.1476
কোম্পানির,2.4472,0.1517,1.1476
বন্ধুর,2.7292,0.1891,1.1476
রাধাকৃষ্ণ,1.9031,0.096,1.1476
স্থাপন,2.2765,0.1079,1.1476
সুপ্রিয়,1.7924,0.1422,1.1476
সবেমাত্র,1.8451,0.1599,1.1476
সরঞ্জাম,2.0253,0.1673,1.1475
ক্ষোভ,2.2041,0.1428,1.1475
বেদ,1.7853,0.1233,1.1475
মিশ্রিত,1.7634,0.1349,1.1474
আপাতত,2.5966,0.138,1.1474
সার্চ,1.7924,0.1454,1.1474
আজীবন,1.7634,0.1022,1.1474
সঞ্জীব,2.4216,0.1966,1.1473
জড়া,1.4472,0.0955,1.1473
স্টুডি,1.3802,0.098,1.1473
বিলে,2.1903,0.1863,1.1473
পেরু,1.9138,0.1502,1.1473
ঋষি,1.8129,0.0719,1.1473
অমুক,2.0374,0.1549,1.1472
হাঁপা,2.2577,0.2093,1.1472
আয়া,1.8865,0.102,1.1472
নার্স,2.1987,0.1969,1.1471
গ্রাম,3.0966,0.235,1.1471
মিনু,2.1732,0.1947,1.1471
করণীয়,1.4314,0.0763,1.147
নিয়ম,2.7042,0.18,1.147
উচ্ছেদ,1.5798,0.0764,1.147
খাসা,2.2529,0.2083,1.147
বাজারের,2.4533,0.1774,1.147
অসম্ভব,3.0187,0.1864,1.147
হরিহর,1.716,0.0985,1.147
আচ্ছা,3.3444,0.1927,1.1469
বলতে,2.5038,0.1651,1.1469
সাথ,1.4914,0.0957,1.1469
উদ,2.301,0.1055,1.1469
ভিজিট,1.4314,0.1065,1.1469
পৌঁছায়,1.8513,0.1634,1.1469
মনসুর,1.6128,0.0564,1.1469
অবলম্বন,2.4518,0.0832,1.1468
শিকারী,1.8513,0.201,1.1468
থোক,1.699,0.1192,1.1468
সুপারিশ,1.3979,0.0715,1.1468
জরুরী,2.2878,0.1732,1.1468
ডাক্তার,2.7672,0.2683,1.1468
দায়িত্ব,2.705,0.185,1.1467
অভিশাপ,2.3674,0.1661,1.1467
হায়,2.6776,0.2021,1.1466
সোনালী,1.8129,0.1286,1.1466
হইলেই,1.6628,0.11,1.1466
উদ্যমে,1.3424,0.0451,1.1466
বিস্ফোরণ,1.716,0.132,1.1466
নে,2.9859,0.2435,1.1466
কংগ্রেসের,1.9445,0.1074,1.1465
মডার্ন,1.3617,0.0706,1.1465
সুজ,1.9191,0.1456,1.1465
মৃতদেহের,2.1004,0.1828,1.1465
যাত্,2.5658,0.1982,1.1465
হুঁ,2.9159,0.1933,1.1465
সৈয়দ,2.5105,0.086,1.1465
পাড়,2.968,0.2284,1.1464
পেছন,2.8519,0.1837,1.1464
সবসময়ে,1.6532,0.0896,1.1464
চাবিকাঠি,1.3802,0.0678,1.1464
ধলা,1.3802,0.0893,1.1464
তিব্বত,1.4314,0.0788,1.1463
উঁচিয়ে,2.0792,0.1755,1.1463
অধীনে,1.7076,0.0973,1.1463
হারানোর,1.5911,0.1303,1.1462
আত্মপ্রকাশ,1.9868,0.0882,1.1462
চিরকাল,2.7701,0.1515,1.1462
কংগ্রেস,2.1818,0.135,1.1462
সমরেশ,1.8513,0.1686,1.1462
পূজো,1.7076,0.1546,1.1462
ইন্ডিয়া,1.4771,0.0864,1.1462
শ্বেতাঙ্গ,1.6812,0.1168,1.1461
সম্বন্ধে,3.2524,0.1719,1.1461
অনুসন্ধানে,1.3617,0.0624,1.1461
পূর্ণ,2.6928,0.1392,1.1461
আদানপ্রদান,1.4472,0.052,1.1461
কোনওরকমে,2.0569,0.199,1.146
অন্যান্য,2.8351,0.1636,1.146
হুবহু,1.9395,0.2017,1.146
রাশিয়,1.3802,0.0596,1.146
এতক্ষণে,2.8609,0.2214,1.1459
বেআইনি,1.9138,0.1453,1.1459
কায়দা,2.233,0.1494,1.1459
আলাদা,2.9571,0.2012,1.1459
কামা,2.3096,0.2063,1.1459
বৃথা,2.4564,0.1356,1.1459
ফুটবল,2.0253,0.2212,1.1458
নিঃসন্দেহ,2.3802,0.196,1.1458
ছার,1.5798,0.1312,1.1458
কোরান,1.6435,0.1221,1.1458
যত্নে,1.8195,0.1418,1.1457
বিদিশা,1.3424,0.0761,1.1457
পরিব,2.3096,0.1741,1.1457
পাছ,2.4564,0.157,1.1457
রীতিম,2.4265,0.1973,1.1457
দুরন্ত,2.3181,0.1837,1.1457
নার্সিং,1.5682,0.1297,1.1457
মাইক,1.415,0.0914,1.1457
উক্তি,2.0569,0.1281,1.1456
সাজে,1.9345,0.1265,1.1456
বিক্রয়,1.8573,0.1674,1.1456
নিদ্,1.9138,0.2023,1.1455
অজিত,2.0043,0.1256,1.1455
ব্যায়াম,1.8261,0.1382,1.1454
বিতর্ক,1.4771,0.0505,1.1454
সাঁকো,1.6721,0.1212,1.1454
অগ্রসর,2.7235,0.2178,1.1454
বেজায়,2.1399,0.2246,1.1454
শান্তির,2.0212,0.1144,1.1454
ধাবিত,1.5441,0.1147,1.1453
আরেকব,1.9191,0.1407,1.1453
রবীন্দ্রনাথ,2.9731,0.1362,1.1453
সবাইকে,2.6628,0.1677,1.1453
ভিড়ে,2.0934,0.1817,1.1453
ক্ষ্যাপা,1.6128,0.1507,1.1452
প্রচুর,2.5888,0.2073,1.1452
বাহাত্তর,1.7634,0.1137,1.1451
সংক্ষিপ্ত,2.1523,0.1506,1.1451
ছোটখাটো,2.3892,0.1869,1.1451
লটারি,1.3617,0.0827,1.1451
ঘায়েল,1.9395,0.1408,1.145
ইন্ডিয়ান,1.6335,0.1295,1.145
বিলেত,2.1703,0.1663,1.145
রাতারাতি,2.1038,0.1615,1.145
আগ্রহে,2.0128,0.121,1.1449
প্রাপ্ত,2.0,0.0793,1.1449
হাজত,1.5563,0.1231,1.1449
শেখর,2.5999,0.2025,1.1449
অকেজো,1.7243,0.089,1.1448
খাবারের,2.179,0.1565,1.1448
পরিচালনা,1.6721,0.0903,1.1448
পরী,1.9823,0.1394,1.1447
নিচ,2.3502,0.1237,1.1447
যুবরাজ,1.8195,0.1284,1.1447
দাসী,2.2945,0.2561,1.1447
আব্বা,2.5211,0.1921,1.1446
আহত,2.3892,0.2513,1.1446
সেইভাবে,1.7324,0.1069,1.1446
পদ্ধতি,2.1847,0.0864,1.1446
সিন্ধু,1.9345,0.159,1.1446
গার্ডেন,1.4624,0.1055,1.1446
দাসীর,1.5563,0.0793,1.1446
সংবেদনশীল,1.3222,0.048,1.1446
সন্তুষ্ট,2.2648,0.1202,1.1445
অপর্ণা,2.0334,0.1573,1.1445
আমেরিকান,1.8513,0.1686,1.1445
ফেলো,1.8261,0.1491,1.1445
চুক,2.0607,0.1922,1.1445
বাগানবাড়ি,1.9542,0.1262,1.1445
বিন্যাস,1.3222,0.0442,1.1445
নিখুঁত,2.1106,0.1666,1.1444
মিস্,2.5224,0.2148,1.1444
আমেজ,1.9345,0.1914,1.1444
ঘটিয়ে,1.699,0.0614,1.1444
ঝামেলা,2.2304,0.1746,1.1444
দেখেশুনে,1.7853,0.1311,1.1444
ভুবন,1.9542,0.1697,1.1444
হলুম,1.9731,0.1604,1.1444
গ্রেপ্ত,2.3711,0.1676,1.1444
চাইতেও,2.1492,0.1665,1.1444
বুদ্ধি,2.9289,0.2322,1.1443
রাজস্থান,1.415,0.078,1.1443
দম্পতি,1.415,0.0742,1.1443
সাধে,1.9085,0.1322,1.1442
বাস্তবে,1.5441,0.062,1.1442
মেম,2.1761,0.2094,1.1442
দাড়িয়ে,1.7853,0.1411,1.1441
খাতির,2.3655,0.2112,1.1441
বাঁধে,1.9777,0.1955,1.1441
বিবরণ,2.3201,0.1679,1.1441
প্ল্যাটফর্মে,1.9494,0.1482,1.1441
একান্,1.5051,0.0746,1.1441
সাব,2.0,0.1386,1.1441
আক্ষেপ,1.9294,0.1058,1.144
গির্জা,1.7924,0.1599,1.144
লয়ে,1.9638,0.2128,1.144
আগন্তুক,2.5198,0.1711,1.144
রাইফেলের,1.3617,0.1007,1.144
একত্র,2.0719,0.1182,1.144
দায়ী,2.3118,0.1567,1.144
তফাত,2.3674,0.2272,1.1439
শেষবার,1.7482,0.119,1.1439
জল্পনা,1.6021,0.1309,1.1439
মেরুদণ্ড,1.6628,0.1173,1.1439
চিন্ত,2.5599,0.1441,1.1439
বোস,2.6609,0.1769,1.1439
সক্রিয়,1.8692,0.0858,1.1439
সিকি,1.7324,0.1528,1.1439
বিতরণ,1.8808,0.1564,1.1439
মানু,1.5051,0.0894,1.1439
লালা,1.9085,0.1633,1.1439
ভাঙন,1.6532,0.0993,1.1438
হাড়ে,2.2504,0.2331,1.1437
নারী,2.8615,0.2092,1.1437
শুনেছি,2.3424,0.2158,1.1436
লাইসেন্স,1.6335,0.1261,1.1436
নেমেছি,1.415,0.0845,1.1436
স্টেশন,2.8312,0.176,1.1436
অচল,2.1271,0.1101,1.1436
অবদান,1.7482,0.0581,1.1435
